ID,y
26639,1
19137,1
14193,0
24199,1
17800,1
18204,0
14685,1
17262,1
11182,0
14682,1
26818,0
10335,1
22663,1
32827,0
10332,1
9626,1
7483,0
28138,1
12686,1
12237,0
3496,0
4603,0
19512,1
30886,1
23066,1
2148,0
23258,0
22103,1
7839,1
25894,0
13027,0
1084,1
31193,0
8520,0
2136,0
3362,1
12105,0
19652,1
18961,1
25688,1
10500,0
10575,0
15420,1
23794,0
4019,1
5458,0
21380,0
19809,0
20710,0
12387,0
6825,1
1900,1
23673,1
32213,1
22312,1
31434,1
8288,0
8870,1
876,1
16267,0
16269,0
28235,0
3545,1
1463,1
23336,1
27817,1
7154,0
26763,1
8146,1
5823,1
22587,1
17013,0
7943,1
26520,1
32785,0
31709,1
25114,0
29725,0
4100,0
9954,0
645,0
14467,1
346,1
739,1
1814,0
2967,1
29392,0
29452,1
20572,1
28677,1
7479,0
9959,0
21349,1
21322,0
8316,0
6969,0
7968,1
13786,1
9790,1
30585,0
32438,1
16960,1
17101,0
7439,1
18806,1
28899,0
8662,0
8611,1
32331,1
27094,0
4351,0
2399,1
6371,1
30035,1
14012,1
8827,0
2493,1
5736,0
199,0
17117,0
14025,0
23280,1
23964,0
20574,1
20439,0
4484,0
5843,1
8539,0
23700,0
11569,1
23225,0
29715,0
20462,1
4522,0
2254,1
12783,1
29469,0
21882,0
20322,1
28069,0
5096,1
5750,1
22731,0
4872,1
3994,0
30094,1
29393,1
12013,1
18325,1
13893,0
9881,1
17351,0
19582,0
25878,1
244,1
5216,0
23638,1
28174,1
18461,0
24202,1
17371,0
16757,0
17606,0
12160,0
24705,1
15795,1
7242,0
404,1
25485,0
28733,0
1196,1
32914,0
20551,1
10290,1
15798,1
31126,0
4500,1
29421,0
6016,0
31860,0
18229,0
15067,0
25274,0
25375,1
25367,0
2611,1
23486,1
29351,1
15502,0
8807,1
717,1
27768,1
23563,1
2266,0
29132,0
14942,0
15049,0
13595,1
25737,0
26031,1
14883,1
9439,1
19673,1
23814,0
1977,0
5951,1
6376,1
31442,1
24484,1
6881,0
30065,1
31722,1
31917,0
29722,0
17415,0
19121,0
11557,1
1257,0
23058,1
26230,0
4998,0
18987,1
2040,1
24143,0
2032,0
10397,1
25849,0
2417,1
30391,0
18956,1
23976,1
9512,0
26703,1
2230,1
14572,1
16548,0
27295,0
19608,1
13558,1
21043,1
10158,0
11565,0
27035,0
22305,1
2772,0
6072,0
12278,1
13394,1
23816,1
8950,0
21865,1
11859,0
7678,0
7278,1
21402,1
4955,1
5857,1
4819,0
23764,1
6489,1
14982,0
15326,1
27679,0
585,1
9447,0
6891,1
25547,1
7205,0
18653,1
25891,1
24635,0
611,1
9444,1
5292,1
7329,0
12573,1
12707,1
24657,1
15772,1
27569,0
11248,0
26037,0
2846,1
3089,0
21662,1
22121,0
29124,0
11048,1
7565,1
27521,1
5508,1
28835,1
11849,0
31523,0
8369,0
16723,1
19349,0
2690,1
22188,1
1342,1
29263,0
18803,1
23255,1
6560,1
12342,0
12848,1
20859,0
18497,0
16601,0
28665,1
6228,1
28608,0
11736,1
4371,1
30421,0
32689,1
29144,1
25365,0
311,1
30458,0
990,1
31369,0
13245,0
5742,0
6691,1
14337,1
32899,1
4221,1
23082,1
28531,1
5947,1
27311,1
22693,0
25734,1
25927,1
13932,0
24855,1
16022,1
18191,1
25442,0
23580,1
30281,0
9868,0
12494,0
28285,0
25366,1
4131,1
29082,0
24580,1
23389,0
2292,0
16531,0
27966,0
6384,0
20384,1
13146,1
8552,1
31900,1
21099,1
12473,0
22469,1
26978,1
23998,0
10202,1
31484,1
1359,0
7506,0
13945,0
11418,0
32285,1
32323,0
1994,1
3405,0
29449,1
17439,0
3084,1
9234,1
23125,0
23895,1
27524,0
9908,1
29771,0
4270,1
24659,1
3975,1
2260,0
18657,0
24083,0
20534,1
18815,1
28620,0
10580,0
22017,1
19402,1
24261,0
29216,0
607,1
26912,0
28761,0
20072,0
20545,0
16118,0
16214,1
9998,0
24997,1
27618,1
16051,0
1153,1
14507,0
16912,0
24048,1
31506,0
6110,1
14146,1
2429,1
16278,1
6025,1
11409,0
11740,0
8328,0
21036,1
23308,1
8125,1
32293,1
26172,1
22677,0
7039,0
11911,0
13834,1
28309,0
5267,0
7097,1
28839,1
16194,1
28508,1
21616,1
18748,0
6355,0
20956,1
15563,1
19016,0
1300,0
3965,1
13637,0
5968,1
8267,0
19084,1
29656,1
13494,1
29245,0
12571,1
13209,0
18176,0
31045,0
17846,1
25372,0
2279,0
18959,0
8444,0
3883,1
31296,1
1570,0
16641,0
1162,0
4778,1
973,1
4623,1
6593,0
32796,1
27262,0
2357,0
26783,0
23958,1
21381,0
15197,0
30156,0
24853,0
424,0
30078,1
24517,1
6205,0
23223,1
4386,1
25437,0
9053,1
9828,0
23434,1
19900,1
5593,0
21066,0
1097,0
25699,0
31961,0
22250,1
12000,0
3497,0
312,1
30588,1
22835,0
9945,1
5521,1
14827,0
23119,0
17506,0
18972,1
31356,1
27414,1
2281,0
4113,1
1330,1
25197,1
22720,1
13166,0
29306,1
21452,0
32938,0
20061,0
1106,0
32546,1
19099,0
1647,1
16900,1
8737,1
30031,1
15625,0
32262,0
32418,0
27425,1
16081,1
8293,0
23292,1
17440,1
22990,1
18166,1
10288,1
27354,0
8130,1
5429,0
30502,1
10243,0
25438,0
21733,1
14578,0
1341,0
32562,0
18194,1
2873,0
646,0
9253,0
1865,1
30012,0
28519,1
30019,0
18921,1
9886,1
25413,0
30744,0
11285,1
22041,1
32273,1
21174,1
23193,0
2962,1
32888,1
25379,1
22653,1
11007,0
12915,0
536,0
22902,0
21202,0
20901,0
30717,0
1115,0
10548,0
220,1
22269,0
13827,1
5516,0
14871,0
13335,1
6043,0
11260,1
30034,1
12428,1
31032,0
27975,1
2518,0
4245,1
26401,0
31075,0
8053,0
6356,0
32237,1
7138,0
30092,1
20176,0
14564,1
26745,0
4804,1
4641,1
28481,1
11229,0
12192,1
31201,0
23289,1
54,1
4954,1
21254,0
11730,0
24501,1
1036,0
18158,0
11966,0
29204,0
15878,0
30946,1
28037,1
20588,1
2592,1
155,0
10530,1
3763,1
32194,0
12457,0
29330,0
32211,0
30519,1
32477,1
27873,1
26555,1
25828,0
31869,1
4585,0
6670,1
15560,0
5415,1
22888,1
3624,0
10387,1
26623,0
31711,1
26596,0
27228,1
10107,0
19171,1
7226,1
24057,1
24967,0
10015,1
20540,1
15189,0
18647,1
22499,1
13938,1
28978,1
5988,1
18288,1
30262,0
25340,0
17905,1
24401,1
25266,0
30164,0
29889,1
27226,0
14106,1
10698,0
21596,0
29389,1
30930,0
10647,0
787,1
28445,0
1283,1
31928,1
18114,1
21845,0
21344,1
1363,0
30988,1
25087,0
32800,0
18012,0
5585,1
15526,0
7986,1
17004,1
4932,0
3991,0
5472,1
32409,0
24998,1
11131,1
20661,0
1119,0
25040,1
19460,0
28175,0
22159,0
6718,1
1797,1
28803,0
8714,0
8997,1
21552,1
350,1
2240,1
24197,0
27648,1
10601,1
27336,0
6400,1
28286,0
20084,1
4424,0
17495,0
29056,1
10982,0
16801,1
5718,0
18021,0
28972,0
8280,0
31483,0
11851,0
15983,0
12516,1
5075,1
6778,1
3078,1
15991,0
10808,1
1585,1
6525,1
28609,1
18843,1
870,1
822,0
11636,0
21438,0
1667,1
22886,0
12825,1
7660,0
28246,1
19904,1
7228,0
7896,1
10237,0
28218,1
19209,1
12421,0
27221,1
4388,0
32272,0
11585,0
29047,0
22504,1
32302,0
20624,0
11263,0
23312,0
25784,0
20702,0
17030,1
29590,0
5410,0
25685,1
26610,0
10016,0
11336,1
26186,1
20743,1
26220,0
25117,1
27117,1
24293,1
31207,1
18914,1
10110,0
10222,1
7681,0
1568,1
30450,0
8907,1
25504,1
26897,0
16200,1
28507,1
14433,0
30840,1
10904,0
22899,1
8876,0
13418,1
30873,0
21214,1
3550,0
746,1
7400,1
16526,1
21579,0
32955,0
22483,0
1168,1
32006,1
5126,0
30608,0
17395,0
31385,1
3008,0
911,0
11976,1
3135,1
22819,0
31782,0
24209,1
32898,0
29987,1
31255,1
6006,1
21995,0
27227,0
19007,0
16187,1
11126,1
20553,0
15362,0
31370,0
28873,0
18110,1
21959,0
30220,1
7954,1
28297,0
16406,1
14802,1
12797,1
24848,0
32354,1
19300,0
2842,1
4307,1
24095,1
28070,1
24522,1
22729,1
17178,0
10955,1
29020,1
14973,0
21656,0
21862,0
26019,0
30330,1
16092,0
81,0
7005,0
28171,1
16554,1
3105,1
28695,0
30184,1
25733,0
30729,0
11839,0
8684,1
24639,1
18799,1
26985,1
4856,0
11106,1
3239,1
1949,1
26642,1
25991,0
15030,0
19230,0
22252,1
14991,1
27243,0
7374,0
17194,0
9801,0
13508,0
23156,0
5274,0
3411,0
10800,1
11956,1
27301,1
19787,1
21783,0
7492,1
27478,1
4665,1
31458,0
32105,1
28748,1
23800,1
2627,0
15390,1
12356,0
29834,1
12626,0
29133,1
29071,0
2461,1
29075,0
22062,0
15717,1
7115,1
5657,0
8414,1
20141,1
17764,1
22259,0
8361,1
24417,1
18733,1
12760,0
16857,0
17953,1
25238,0
3954,0
3875,1
11324,0
30804,0
25193,1
5617,1
23728,0
13747,1
18539,1
20694,1
12828,0
31096,1
29264,0
18882,1
5530,0
23047,1
2176,0
16346,1
14387,0
32303,0
29318,0
16247,0
11702,0
19536,1
16440,0
20794,1
5643,0
2306,0
143,0
13668,1
11534,1
21738,1
22056,1
8698,1
21764,0
7216,1
13221,0
8466,1
3669,1
23669,0
32284,0
23210,1
32071,1
17465,1
1243,0
20804,1
6309,1
4960,0
2707,0
2442,1
27004,0
20824,1
12596,0
12466,1
22322,0
3058,0
6584,1
24161,0
19718,0
25819,1
18521,0
1665,1
29374,0
21241,1
8558,1
2251,1
25587,1
25719,1
16835,0
4380,1
20805,0
17228,0
10134,1
30357,0
6200,0
9701,1
10402,0
5785,0
17566,0
633,1
28600,0
1783,1
2416,0
30524,0
24986,1
30783,0
5893,0
28484,1
3468,0
24086,0
5217,1
21300,0
2860,0
8717,1
643,0
26586,1
12373,1
27066,1
17924,1
400,0
23815,1
16154,1
32777,0
1708,1
8917,0
2522,0
11203,1
5773,1
17916,0
21056,0
16113,1
20542,1
28623,1
5012,0
21002,1
26966,1
28832,0
15911,1
25517,0
5003,0
977,0
20619,1
8829,1
18866,0
18520,0
30336,1
15743,0
27535,1
8219,0
9843,0
9856,0
8332,1
11968,0
16585,1
7057,0
18475,1
6620,0
26373,1
11002,0
9629,1
7623,1
18969,0
1775,1
14680,0
26114,1
6874,0
18713,0
3520,0
6131,0
10187,1
29411,1
9660,0
14739,0
12881,1
27175,0
23006,1
2664,1
23133,1
13298,0
11774,0
18590,1
3381,1
23359,1
8614,1
4392,1
12733,0
31262,1
10132,0
348,1
27271,0
9034,1
5146,0
2818,0
9021,1
14064,0
29746,1
14616,1
7628,1
25069,0
30230,1
626,1
21404,1
24886,1
29694,0
17014,1
30959,0
18125,0
17923,0
1037,1
27500,1
11814,1
31872,0
21143,1
28563,1
208,1
8774,1
15998,1
18916,0
24452,0
22345,1
32509,0
19928,0
21433,1
17763,1
21859,1
32397,1
28033,1
22705,1
14714,1
9623,0
26828,1
13843,1
25965,0
23461,0
17648,0
9876,1
7225,0
29367,0
7252,1
28316,0
24722,1
3934,0
3490,0
6761,1
12868,0
25903,0
22632,1
5702,1
26716,1
24059,0
16523,1
9549,1
7886,0
8081,0
19055,1
1499,0
28639,0
14657,1
28587,0
30185,0
7355,1
8970,1
10786,0
29246,1
17511,0
20617,1
31233,1
20000,1
24608,0
1678,0
10154,0
19096,0
17202,0
23370,0
27180,0
30531,1
30952,0
14729,0
17103,1
7054,0
25322,1
14700,0
27264,1
24972,0
2943,0
30871,0
16617,0
24739,1
2549,1
24589,1
28970,0
22841,0
20715,1
20657,1
18002,0
23293,1
13530,1
31144,0
23101,1
4240,1
10975,0
22630,0
23273,1
23260,0
29685,1
30825,0
7437,0
8655,1
14803,1
29921,1
20225,1
13773,0
28267,1
14688,1
6152,1
12673,0
956,0
1229,1
10490,0
5431,1
8628,1
5804,1
18281,0
16666,0
29262,0
11357,1
26701,1
30545,0
12289,1
28959,1
19563,1
30439,0
6515,0
3525,1
3418,0
23038,1
14023,0
22445,0
12764,1
30994,1
19501,1
28556,0
5504,1
29588,1
18950,0
10285,0
27930,0
8419,0
1183,0
11605,0
25968,1
3921,1
5612,1
3466,1
26958,1
3834,1
12337,1
25930,0
22772,0
19403,1
14104,1
5092,0
7258,0
14719,1
28240,1
12380,0
9161,1
7206,1
23318,0
27610,1
4763,1
32529,0
31731,1
11620,1
24718,0
8282,0
6536,0
1313,0
11062,1
30493,1
21635,0
9331,0
9410,1
27724,1
21034,0
10491,0
13666,0
23908,1
10624,0
10828,0
21943,1
25628,1
22226,0
21017,0
20907,0
24422,1
7991,0
20518,0
789,0
7162,0
2957,0
21987,1
12405,1
25036,0
10968,0
8763,1
31821,0
8913,0
19544,1
29486,1
19315,1
24067,0
17494,0
25875,0
16208,1
15917,0
2345,1
12586,1
26680,1
16103,0
9879,0
4706,1
22778,1
24763,0
20527,1
3769,1
8403,1
20102,0
811,1
27244,0
14307,0
31538,0
3707,0
31418,0
10051,1
874,0
111,1
20913,1
27805,1
4311,0
16408,1
29620,0
21556,1
23317,0
28187,1
30811,0
1030,0
17895,1
1404,1
32574,1
23788,1
3271,1
15097,1
10164,1
6252,1
26382,1
32342,0
15459,0
9949,0
16807,1
15070,1
24020,0
12743,1
15379,1
21173,0
15023,0
28366,1
737,1
32385,0
16824,1
17785,1
27233,0
26953,1
23798,1
12680,1
26154,0
10346,0
27735,1
3814,1
29310,0
26594,0
28047,1
19157,1
32204,1
5424,0
30095,1
19393,0
24205,0
30562,1
25771,1
2916,1
30083,0
13865,1
22775,1
19244,1
12257,1
21638,1
9221,0
24939,0
5671,1
20078,1
19947,1
8261,1
17309,0
22837,0
7527,1
25487,1
555,1
21835,1
4610,1
5625,1
15582,1
5197,0
5974,0
24925,1
25164,0
14016,0
31674,0
15293,1
16337,0
15472,0
26603,1
29422,1
18403,0
18621,1
29084,1
11500,0
18436,1
8621,0
13642,1
26280,0
8610,1
19476,1
10859,1
31258,1
24999,0
24477,1
20587,1
786,1
11311,1
32662,1
11919,0
24890,1
7600,1
3376,1
6055,1
27635,1
1969,0
32241,1
1581,1
4681,1
11637,0
19913,1
20131,1
25907,0
6345,1
18998,1
4520,1
8277,1
11442,0
7461,0
24852,0
11802,1
32729,0
9685,0
17954,1
15243,0
5256,1
12133,0
8473,1
28277,0
32965,0
20958,1
17124,0
6774,0
4420,0
26880,0
31407,0
4822,0
5691,1
18079,0
21149,0
2352,1
13008,0
15899,0
8281,1
25851,1
8054,1
30976,1
24550,0
24058,1
5449,0
23744,0
32126,1
23649,0
6876,1
6700,0
30063,1
20725,0
8305,1
21398,1
17348,1
3190,1
31304,0
1448,0
20162,0
11004,0
19756,0
25881,1
12403,1
3662,0
14345,0
11426,1
19141,0
32541,0
12679,1
14254,0
23103,0
2828,1
5936,1
30806,0
31425,1
24575,1
14471,1
26766,1
26248,1
17803,1
8966,1
30963,0
29709,0
2320,1
28784,0
13758,0
5349,0
17758,0
28308,0
24777,0
7169,1
27080,1
22476,1
28490,1
28446,0
14036,1
28108,1
4462,0
4016,1
1085,1
31988,0
3148,0
4788,0
26381,1
3250,1
28222,0
9381,1
14576,0
25302,1
13340,1
20139,0
24340,1
18801,1
23052,1
13474,0
21494,1
20977,0
11283,1
11625,1
25426,0
27089,0
14026,1
25653,1
30500,1
803,0
27265,1
19258,0
32278,1
30210,1
24036,1
28034,1
15296,0
32757,0
31135,1
12307,0
7372,0
23311,1
11156,0
24596,1
4238,0
15109,1
5248,1
30009,1
20120,0
18917,0
30054,0
29472,1
21840,0
29524,1
7198,0
799,1
15966,1
24269,1
7480,1
3743,1
4277,0
17907,1
8696,1
18644,1
873,0
10996,0
4151,1
17481,0
20258,0
6195,1
29221,1
8627,0
26513,0
8522,0
1774,1
2529,1
1985,0
10345,0
29073,0
10465,1
11531,1
18235,0
22738,0
26013,1
27597,0
4678,1
12330,0
15256,0
22764,1
14417,1
31232,0
28938,0
20319,1
1563,0
29111,0
11176,1
30106,0
8306,0
27374,0
16685,0
29900,1
1042,0
10159,1
22713,1
31539,0
18298,1
21421,1
31632,1
2798,0
7364,1
22548,0
11056,0
30088,1
22244,1
13968,0
11850,0
32125,1
16169,1
16918,1
14786,1
14569,1
17447,1
23219,0
14929,1
8729,1
26692,0
32781,1
24594,1
17739,0
6524,1
12938,1
2026,1
16239,0
16736,0
11177,0
6771,1
25844,1
1674,1
8625,1
2045,0
31087,0
30437,0
19411,1
11553,0
10817,0
25234,0
494,0
10568,0
17457,0
10165,0
18319,1
4767,0
32655,1
27350,0
12461,1
18721,0
11493,0
23249,0
23702,1
2432,1
15058,1
170,0
913,0
24929,0
1988,0
24392,0
368,0
23363,0
24138,0
17283,0
28709,1
1558,0
21956,1
28617,1
23633,1
9525,0
23836,0
997,1
16101,1
29828,1
21347,0
15845,1
15789,0
543,0
18490,0
20625,0
13965,1
12066,0
29275,0
29806,1
25030,1
7544,1
18018,0
26558,0
24627,1
28332,0
11924,0
24444,1
10899,1
21131,1
16793,1
1719,1
30036,1
16905,1
23632,1
6425,1
24012,0
30865,1
21346,1
5468,0
24578,0
22750,1
31007,1
6621,1
19111,1
29368,0
28758,1
19465,1
4850,0
7354,1
16163,0
29161,0
11118,0
19481,0
24933,1
32080,1
27196,1
28615,1
15165,0
5611,1
23838,1
13449,0
12716,1
27963,1
6787,0
4038,0
24335,1
12639,1
4149,1
21793,0
31260,1
31141,0
16528,0
27025,1
20844,1
25291,0
9346,0
3608,1
21313,1
4994,1
17206,0
22658,1
25949,0
8888,0
352,0
13472,1
14649,0
29462,0
26774,1
26808,0
29418,0
1427,0
25491,0
10747,0
28022,1
5846,1
14502,1
2147,1
18509,0
7403,1
23985,1
21690,0
8730,0
25680,1
24427,0
5850,1
14968,1
25440,1
5819,1
27852,0
23950,0
5916,1
11541,1
18133,1
11645,1
1389,1
20486,1
2670,0
30131,1
3558,0
9501,0
22806,0
29195,1
30666,1
7045,1
15716,0
2075,0
9487,0
14478,1
18354,0
14003,1
22010,1
24765,1
15977,0
18800,0
4596,0
21955,0
584,0
9794,1
15105,0
28976,1
18048,1
4729,1
21039,0
21355,0
10254,0
8841,1
24281,0
11884,1
28526,1
21938,0
32870,0
1225,1
31166,0
20165,0
2496,1
32923,1
19587,0
16086,1
26709,1
16753,1
29558,1
19197,0
29754,0
24434,0
5623,0
6795,0
19363,1
20340,0
9296,0
9144,1
22794,1
27284,0
1686,1
10217,1
18007,0
20598,1
3536,0
15257,1
1915,1
4646,0
20573,1
4574,0
28495,0
12663,1
6780,0
8620,1
28122,1
28269,0
19302,0
25416,1
6165,1
23161,1
26495,1
12642,0
20148,0
4507,0
24560,0
4889,1
16071,0
4450,0
27964,1
2744,1
12618,0
25776,1
18464,0
12574,0
12410,0
11791,0
1351,0
9450,0
17419,0
6030,0
14013,1
11362,1
19122,1
15550,0
15938,1
18613,1
4977,0
8228,0
23215,0
12471,1
18529,1
172,0
23142,1
21503,0
25241,0
2348,0
32216,1
10676,0
13574,0
32747,1
15160,1
30017,0
15046,0
16348,1
32098,1
6976,0
1776,0
11560,1
23083,0
26996,0
30614,1
19059,0
3014,1
11960,0
11163,1
11662,1
26035,0
13525,0
20675,0
23115,1
4323,1
16708,1
684,1
2767,0
5549,1
17605,1
12187,1
17691,1
23361,0
16555,1
3926,0
2795,1
20144,1
10172,1
10327,1
3661,1
31649,1
1816,1
15824,1
9445,0
28648,1
12658,1
160,1
24573,1
16388,0
17618,0
21819,0
7306,1
25527,0
17716,1
26820,0
4538,0
5813,0
24965,1
8775,1
7671,0
29357,0
14637,0
4438,1
1645,1
28725,1
9249,0
14709,1
28674,1
15860,1
15218,0
7142,1
16414,1
11623,1
27962,1
6492,0
28583,0
9600,1
23247,1
32360,0
27656,1
26791,1
19311,0
17274,0
26597,0
1440,1
12721,0
26847,1
22410,0
9322,1
19730,1
15583,1
23743,0
19978,0
25337,1
18519,1
24388,0
10616,1
25341,1
5669,0
8624,0
22585,0
27012,0
57,0
22561,0
6331,0
12218,0
24495,1
18441,1
19521,0
13314,1
1741,1
10423,1
22501,1
16819,1
13851,1
19590,1
401,0
29598,1
25352,1
31338,0
1347,1
25767,0
3542,0
26981,0
213,0
22331,1
10605,1
2797,1
16153,0
140,1
11542,1
30853,1
29058,0
31492,0
8142,1
19034,1
9915,0
31223,1
6896,1
23779,1
29954,1
20099,1
20818,0
18071,1
26484,1
28599,1
7645,0
22550,1
20006,1
4988,0
11247,0
26111,0
9722,0
1630,0
2561,1
16229,1
459,0
3750,1
5627,1
18559,1
2718,0
26144,1
12800,1
30163,0
27194,1
11958,0
16985,0
20604,1
14148,0
12660,0
32864,1
2602,0
16144,1
